profile;montage;sides;apv;profile_category;Antal m� fireboard pr. m profil;Antal bj�lkeprofiler/PDP pr. m profil;Antal vinkelprofil pr. m profil;Antal skruer pr. m profil;Antal klammer pr. m profil
HEA600;Bjælkeprofil eller PDP profil;2;41;H-profiler;0,9850;1;2;32;
HEA600;Bjælkeprofil eller PDP profil;3;69;H-profiler;1,6250;2;2;48;
HEA600;Bjælkeprofil eller PDP profil;4;85;H-profiler;2,0700;4;0;64;
HEA650;Klammeløsning;1;46;H-profiler;0,4620;;2;16;16
HEA650;Klammeløsning;2;39;H-profiler;0,9850;;2;16;8
HEA650;Klammeløsning;3;66;H-profiler;1,6250;;2;16;16
HEA650;Klammeløsning;4;78;H-profiler;1,9700;;0;0;32
HEA650;Bjælkeprofil eller PDP profil;1;52;H-profiler;0,5620;2;2;48;
HEA650;Bjælkeprofil eller PDP profil;2;41;H-profiler;1,0350;1;2;32;
HEA650;Bjælkeprofil eller PDP profil;3;68;H-profiler;1,7250;2;2;48;
HEA650;Bjælkeprofil eller PDP profil;4;83;H-profiler;2,1700;4;0;64;
HEA700;Klammeløsning;1;44;H-profiler;0,4640;;2;16;16
HEA700;Klammeløsning;2;39;H-profiler;1,0350;;2;16;8
HEA700;Klammeløsning;3;65;H-profiler;1,7250;;2;16;16
HEA700;Klammeløsning;4;77;H-profiler;2,0700;;0;0;32
HEA700;Bjælkeprofil eller PDP profil;1;50;H-profiler;0,5640;2;2;48;
HEA700;Bjælkeprofil eller PDP profil;2;40;H-profiler;1,0850;1;2;32;
HEA700;Bjælkeprofil eller PDP profil;3;67;H-profiler;1,8250;2;2;48;
HEA700;Bjælkeprofil eller PDP profil;4;81;H-profiler;2,2700;4;0;64;
HEA800;Klammeløsning;1;43;H-profiler;0,4660;;2;16;16
HEA800;Klammeløsning;2;39;H-profiler;1,1350;;2;16;8
HEA800;Klammeløsning;3;66;H-profiler;1,9250;;2;16;16
HEA800;Klammeløsning;4;77;H-profiler;2,2700;;0;0;32
HEA800;Bjælkeprofil eller PDP profil;1;49;H-profiler;0,5660;2;2;48;
HEA800;Bjælkeprofil eller PDP profil;2;40;H-profiler;1,1850;1;2;32;
HEA800;Bjælkeprofil eller PDP profil;3;68;H-profiler;2,0250;2;2;48;
HEA800;Bjælkeprofil eller PDP profil;4;81;H-profiler;2,4700;4;0;64;
HEA900;Klammeløsning;1;40;H-profiler;0,4700;;2;16;16
HEA900;Klammeløsning;2;38;H-profiler;1,2350;;2;16;8
HEA900;Klammeløsning;3;65;H-profiler;2,1250;;2;16;16
HEA900;Klammeløsning;4;75;H-profiler;2,4700;;0;0;32
HEA900;Bjælkeprofil eller PDP profil;1;46;H-profiler;0,5700;2;2;48;
HEA900;Bjælkeprofil eller PDP profil;2;39;H-profiler;1,2850;1;2;32;
HEA900;Bjælkeprofil eller PDP profil;3;67;H-profiler;2,2250;2;2;48;
HEA900;Bjælkeprofil eller PDP profil;4;79;H-profiler;2,6700;4;0;64;
HEA1000;Klammeløsning;1;39;H-profiler;0,4720;;2;16;16
HEA1000;Klammeløsning;2;38;H-profiler;1,3350;;2;16;8
HEA1000;Klammeløsning;3;66;H-profiler;2,3250;;2;16;16
HEA1000;Klammeløsning;4;75;H-profiler;2,6700;;0;0;32
HEA1000;Bjælkeprofil eller PDP profil;1;45;H-profiler;0,5720;2;2;48;
HEA1000;Bjælkeprofil eller PDP profil;2;39;H-profiler;1,3850;1;2;32;
HEA1000;Bjælkeprofil eller PDP profil;3;68;H-profiler;2,4250;2;2;48;
HEA1000;Bjælkeprofil eller PDP profil;4;78;H-profiler;2,8700;4;0;64;
HEM100;Klammeløsning;1;69;H-profiler;0,2560;;2;16;16
HEM100;Klammeløsning;2;43;H-profiler;0,2710;;2;16;8
HEM100;Klammeløsning;3;66;H-profiler;0,3910;;2;16;16
HEM100;Klammeløsning;4;85;H-profiler;0,5420;;0;0;32
HEM100;Bjælkeprofil eller PDP profil;1;93;H-profiler;0,3560;2;2;48;
HEM100;Bjælkeprofil eller PDP profil;2;49;H-profiler;0,3210;1;2;32;
HEM100;Bjælkeprofil eller PDP profil;3;77;H-profiler;0,4910;2;2;48;
HEM100;Bjælkeprofil eller PDP profil;4;108;H-profiler;0,7420;4;0;64;
HEM120;Klammeløsning;1;64;H-profiler;0,2780;;2;16;16
HEM120;Klammeløsning;2;41;H-profiler;0,3110;;2;16;8
HEM120;Klammeløsning;3;62;H-profiler;0,4510;;2;16;16
HEM120;Klammeløsning;4;81;H-profiler;0,6220;;0;0;32
HEM120;Bjælkeprofil eller PDP profil;1;83;H-profiler;0,3780;2;2;48;
HEM120;Bjælkeprofil eller PDP profil;2;45;H-profiler;0,3610;1;2;32;
HEM120;Bjælkeprofil eller PDP profil;3;71;H-profiler;0,5510;2;2;48;
HEM120;Bjælkeprofil eller PDP profil;4;99;H-profiler;0,8220;4;0;64;
HEM140;Klammeløsning;1;60;H-profiler;0,3000;;2;16;16
HEM140;Klammeløsning;2;38;H-profiler;0,3510;;2;16;8
HEM140;Klammeløsning;3;58;H-profiler;0,5110;;2;16;16
HEM140;Klammeløsning;4;76;H-profiler;0,7020;;0;0;32
HEM140;Bjælkeprofil eller PDP profil;1;75;H-profiler;0,4000;2;2;48;
HEM140;Bjælkeprofil eller PDP profil;2;42;H-profiler;0,4010;1;2;32;
HEM140;Bjælkeprofil eller PDP profil;3;66;H-profiler;0,6110;2;2;48;
HEM140;Bjælkeprofil eller PDP profil;4;91;H-profiler;0,9020;4;0;64;
HEM160;Klammeløsning;1;56;H-profiler;0,3220;;2;16;16
HEM160;Klammeløsning;2;36;H-profiler;0,3910;;2;16;8
HEM160;Klammeløsning;3;55;H-profiler;0,5710;;2;16;16
HEM160;Klammeløsning;4;72;H-profiler;0,7820;;0;0;32
HEM160;Bjælkeprofil eller PDP profil;1;69;H-profiler;0,4220;2;2;48;
HEM160;Bjælkeprofil eller PDP profil;2;39;H-profiler;0,4410;1;2;32;
HEM160;Bjælkeprofil eller PDP profil;3;61;H-profiler;0,6710;2;2;48;
HEM160;Bjælkeprofil eller PDP profil;4;84;H-profiler;0,9820;4;0;64;
HEM180;Klammeløsning;1;53;H-profiler;0,3440;;2;16;16
HEM180;Klammeløsning;2;35;H-profiler;0,4310;;2;16;8
HEM180;Klammeløsning;3;52;H-profiler;0,6310;;2;16;16
HEM180;Klammeløsning;4;69;H-profiler;0,8620;;0;0;32
HEM180;Bjælkeprofil eller PDP profil;1;64;H-profiler;0,4440;2;2;48;
HEM180;Bjælkeprofil eller PDP profil;2;37;H-profiler;0,4810;1;2;32;
HEM180;Bjælkeprofil eller PDP profil;3;58;H-profiler;0,7310;2;2;48;
HEM180;Bjælkeprofil eller PDP profil;4;79;H-profiler;1,0620;4;0;64;
HEM200;Klammeløsning;1;50;H-profiler;0,3660;;2;16;16
HEM200;Klammeløsning;2;33;H-profiler;0,4710;;2;16;8
HEM200;Klammeløsning;3;50;H-profiler;0,6910;;2;16;16
HEM200;Klammeløsning;4;66;H-profiler;0,9420;;0;0;32
HEM200;Bjælkeprofil eller PDP profil;1;60;H-profiler;0,4660;2;2;48;
HEM200;Bjælkeprofil eller PDP profil;2;35;H-profiler;0,5210;1;2;32;
HEM200;Bjælkeprofil eller PDP profil;3;54;H-profiler;0,7910;2;2;48;
HEM200;Bjælkeprofil eller PDP profil;4;75;H-profiler;1,1420;4;0;64;
HEM220;Klammeløsning;1;48;H-profiler;0,3880;;2;16;16
HEM220;Klammeløsning;2;32;H-profiler;0,5110;;2;16;8
HEM220;Klammeløsning;3;48;H-profiler;0,7510;;2;16;16
HEM220;Klammeløsning;4;63;H-profiler;1,0220;;0;0;32
HEM220;Bjælkeprofil eller PDP profil;1;56;H-profiler;0,4880;2;2;48;
HEM220;Bjælkeprofil eller PDP profil;2;34;H-profiler;0,5610;1;2;32;
HEM220;Bjælkeprofil eller PDP profil;3;52;H-profiler;0,8510;2;2;48;
HEM220;Bjælkeprofil eller PDP profil;4;71;H-profiler;1,2220;4;0;64;
HEM240;Klammeløsning;1;40;H-profiler;0,4220;;2;16;16
HEM240;Klammeløsning;2;26;H-profiler;0,5630;;2;16;8
HEM240;Klammeløsning;3;40;H-profiler;0,8330;;2;16;16
HEM240;Klammeløsning;4;52;H-profiler;1,1260;;0;0;32
HEM240;Bjælkeprofil eller PDP profil;1;46;H-profiler;0,5220;2;2;48;
HEM240;Bjælkeprofil eller PDP profil;2;28;H-profiler;0,6130;1;2;32;
HEM240;Bjælkeprofil eller PDP profil;3;43;H-profiler;0,9330;2;2;48;
HEM240;Bjælkeprofil eller PDP profil;4;58;H-profiler;1,3260;4;0;64;
HEM260;Klammeløsning;1;39;H-profiler;0,4430;;2;16;16
HEM260;Klammeløsning;2;26;H-profiler;0,6030;;2;16;8
HEM260;Klammeløsning;3;39;H-profiler;0,8930;;2;16;16
HEM260;Klammeløsning;4;51;H-profiler;1,2060;;0;0;32
HEM260;Bjælkeprofil eller PDP profil;1;44;H-profiler;0,5430;2;2;48;
HEM260;Bjælkeprofil eller PDP profil;2;27;H-profiler;0,6530;1;2;32;
HEM260;Bjælkeprofil eller PDP profil;3;42;H-profiler;0,9930;2;2;48;
HEM260;Bjælkeprofil eller PDP profil;4;57;H-profiler;1,4060;4;0;64;
HEM280;Klammeløsning;1;38;H-profiler;0,4640;;2;16;16
HEM280;Klammeløsning;2;25;H-profiler;0,6430;;2;16;8
HEM280;Klammeløsning;3;38;H-profiler;0,9530;;2;16;16
HEM280;Klammeløsning;4;50;H-profiler;1,2860;;0;0;32
HEM280;Bjælkeprofil eller PDP profil;1;43;H-profiler;0,5640;2;2;48;
HEM280;Bjælkeprofil eller PDP profil;2;27;H-profiler;0,6930;1;2;32;
HEM280;Bjælkeprofil eller PDP profil;3;41;H-profiler;1,0530;2;2;48;
HEM280;Bjælkeprofil eller PDP profil;4;55;H-profiler;1,4860;4;0;64;
HEM300;Klammeløsning;1;33;H-profiler;0,4980;;2;16;16
HEM300;Klammeløsning;2;22;H-profiler;0,6950;;2;16;8
HEM300;Klammeløsning;3;33;H-profiler;1,0350;;2;16;16
HEM300;Klammeløsning;4;43;H-profiler;1,3900;;0;0;32
HEM300;Bjælkeprofil eller PDP profil;1;37;H-profiler;0,5980;2;2;48;
HEM300;Bjælkeprofil eller PDP profil;2;23;H-profiler;0,7450;1;2;32;
HEM300;Bjælkeprofil eller PDP profil;3;35;H-profiler;1,1350;2;2;48;
HEM300;Bjælkeprofil eller PDP profil;4;47;H-profiler;1,5900;4;0;64;
HEM320;Klammeløsning;1;32;H-profiler;0,4990;;2;16;16
HEM320;Klammeløsning;2;22;H-profiler;0,7130;;2;16;8
HEM320;Klammeløsning;3;33;H-profiler;1,0720;;2;16;16
HEM320;Klammeløsning;4;43;H-profiler;1,4260;;0;0;32
HEM320;Bjælkeprofil eller PDP profil;1;36;H-profiler;0,5990;2;2;48;
HEM320;Bjælkeprofil eller PDP profil;2;23;H-profiler;0,7630;1;2;32;
HEM320;Bjælkeprofil eller PDP profil;3;35;H-profiler;1,1720;2;2;48;
HEM320;Bjælkeprofil eller PDP profil;4;47;H-profiler;1,6260;4;0;64;
HEM340;Klammeløsning;1;32;H-profiler;0,4990;;2;16;16
HEM340;Klammeløsning;2;22;H-profiler;0,7310;;2;16;8
HEM340;Klammeløsning;3;34;H-profiler;1,1080;;2;16;16
HEM340;Klammeløsning;4;44;H-profiler;1,4620;;0;0;32
HEM340;Bjælkeprofil eller PDP profil;1;36;H-profiler;0,5990;2;2;48;
HEM340;Bjælkeprofil eller PDP profil;2;23;H-profiler;0,7810;1;2;32;
HEM340;Bjælkeprofil eller PDP profil;3;36;H-profiler;1,2080;2;2;48;
HEM340;Bjælkeprofil eller PDP profil;4;48;H-profiler;1,6620;4;0;64;
HEM360;Klammeløsning;1;32;H-profiler;0,4980;;2;16;16
HEM360;Klammeløsning;2;23;H-profiler;0,7480;;2;16;8
HEM360;Klammeløsning;3;35;H-profiler;1,1430;;2;16;16
HEM360;Klammeløsning;4;45;H-profiler;1,4960;;0;0;32
HEM360;Bjælkeprofil eller PDP profil;1;36;H-profiler;0,5980;2;2;48;
HEM360;Bjælkeprofil eller PDP profil;2;23;H-profiler;0,7980;1;2;32;
HEM360;Bjælkeprofil eller PDP profil;3;37;H-profiler;1,2430;2;2;48;
HEM360;Bjælkeprofil eller PDP profil;4;48;H-profiler;1,6960;4;0;64;
HEM400;Klammeløsning;1;32;H-profiler;0,4970;;2;16;16
HEM400;Klammeløsning;2;23;H-profiler;0,7840;;2;16;8
HEM400;Klammeløsning;3;36;H-profiler;1,2160;;2;16;16
HEM400;Klammeløsning;4;46;H-profiler;1,5680;;0;0;32
HEM400;Bjælkeprofil eller PDP profil;1;36;H-profiler;0,5970;2;2;48;
HEM400;Bjælkeprofil eller PDP profil;2;24;H-profiler;0,8340;1;2;32;
HEM400;Bjælkeprofil eller PDP profil;3;38;H-profiler;1,3160;2;2;48;
HEM400;Bjælkeprofil eller PDP profil;4;50;H-profiler;1,7680;4;0;64;
HEM450;Klammeløsning;1;32;H-profiler;0,4970;;2;16;16
HEM450;Klammeløsning;2;24;H-profiler;0,8300;;2;16;8
HEM450;Klammeløsning;3;38;H-profiler;1,3080;;2;16;16
HEM450;Klammeløsning;4;47;H-profiler;1,6600;;0;0;32
HEM450;Bjælkeprofil eller PDP profil;1;36;H-profiler;0,5970;2;2;48;
HEM450;Bjælkeprofil eller PDP profil;2;25;H-profiler;0,8800;1;2;32;
HEM450;Bjælkeprofil eller PDP profil;3;40;H-profiler;1,4080;2;2;48;
HEM450;Bjælkeprofil eller PDP profil;4;51;H-profiler;1,8600;4;0;64;
HEM500;Klammeløsning;1;32;H-profiler;0,4960;;2;16;16
HEM500;Klammeløsning;2;25;H-profiler;0,8750;;2;16;8
HEM500;Klammeløsning;3;40;H-profiler;1,3990;;2;16;16
HEM500;Klammeløsning;4;49;H-profiler;1,7500;;0;0;32
HEM500;Bjælkeprofil eller PDP profil;1;36;H-profiler;0,5960;2;2;48;
HEM500;Bjælkeprofil eller PDP profil;2;25;H-profiler;0,9250;1;2;32;
HEM500;Bjælkeprofil eller PDP profil;3;42;H-profiler;1,4990;2;2;48;
HEM500;Bjælkeprofil eller PDP profil;4;52;H-profiler;1,9500;4;0;64;
HEM550;Klammeløsning;1;32;H-profiler;0,4960;;2;16;16
HEM550;Klammeløsning;2;25;H-profiler;0,9230;;2;16;8
HEM550;Klammeløsning;3;41;H-profiler;1,4950;;2;16;16
HEM550;Klammeløsning;4;50;H-profiler;1,8460;;0;0;32
HEM550;Bjælkeprofil eller PDP profil;1;36;H-profiler;0,5960;2;2;48;
HEM550;Bjælkeprofil eller PDP profil;2;26;H-profiler;0,9730;1;2;32;
HEM550;Bjælkeprofil eller PDP profil;3;43;H-profiler;1,5950;2;2;48;
HEM550;Bjælkeprofil eller PDP profil;4;53;H-profiler;2,0460;4;0;64;
HEM600;Klammeløsning;1;32;H-profiler;0,4950;;2;16;16
HEM600;Klammeløsning;2;26;H-profiler;0,9700;;2;16;8
HEM600;Klammeløsning;3;43;H-profiler;1,5900;;2;16;16
HEM600;Klammeløsning;4;51;H-profiler;1,9400;;0;0;32
HEM600;Bjælkeprofil eller PDP profil;1;36;H-profiler;0,5950;2;2;48;
HEM600;Bjælkeprofil eller PDP profil;2;27;H-profiler;1,0200;1;2;32;
HEM600;Bjælkeprofil eller PDP profil;3;45;H-profiler;1,6900;2;2;48;
HEM600;Bjælkeprofil eller PDP profil;4;55;H-profiler;2,1400;4;0;64;
HEM650;Klammeløsning;1;32;H-profiler;0,4950;;2;16;16
HEM650;Klammeløsning;2;27;H-profiler;1,0180;;2;16;8
HEM650;Klammeløsning;3;44;H-profiler;1,6860;;2;16;16
HEM650;Klammeløsning;4;53;H-profiler;2,0360;;0;0;32
HEM650;Bjælkeprofil eller PDP profil;1;36;H-profiler;0,5950;2;2;48;
HEM650;Bjælkeprofil eller PDP profil;2;27;H-profiler;1,0680;1;2;32;
HEM650;Bjælkeprofil eller PDP profil;3;46;H-profiler;1,7860;2;2;48;
HEM650;Bjælkeprofil eller PDP profil;4;56;H-profiler;2,2360;4;0;64;
HEM700;Klammeløsning;1;32;H-profiler;0,4940;;2;16;16
HEM700;Klammeløsning;2;27;H-profiler;1,0650;;2;16;8
HEM700;Klammeløsning;3;46;H-profiler;1,7810;;2;16;16
HEM700;Klammeløsning;4;54;H-profiler;2,1300;;0;0;32
HEM700;Bjælkeprofil eller PDP profil;1;36;H-profiler;0,5940;2;2;48;
HEM700;Bjælkeprofil eller PDP profil;2;28;H-profiler;1,1150;1;2;32;
HEM700;Bjælkeprofil eller PDP profil;3;47;H-profiler;1,8810;2;2;48;
HEM700;Bjælkeprofil eller PDP profil;4;57;H-profiler;2,3300;4;0;64;
HEM800;Klammeløsning;1;32;H-profiler;0,4930;;2;16;16
HEM800;Klammeløsning;2;28;H-profiler;1,1620;;2;16;8
HEM800;Klammeløsning;3;48;H-profiler;1,9760;;2;16;16
HEM800;Klammeløsning;4;56;H-profiler;2,3240;;0;0;32
HEM800;Bjælkeprofil eller PDP profil;1;36;H-profiler;0,5930;2;2;48;
HEM800;Bjælkeprofil eller PDP profil;2;29;H-profiler;1,2120;1;2;32;
HEM800;Bjælkeprofil eller PDP profil;3;50;H-profiler;2,0760;2;2;48;
HEM800;Bjælkeprofil eller PDP profil;4;59;H-profiler;2,5240;4;0;64;
HEM900;Klammeløsning;1;32;H-profiler;0,4920;;2;16;16
HEM900;Klammeløsning;2;29;H-profiler;1,2570;;2;16;8
HEM900;Klammeløsning;3;51;H-profiler;2,1670;;2;16;16
HEM900;Klammeløsning;4;58;H-profiler;2,5140;;0;0;32
HEM900;Bjælkeprofil eller PDP profil;1;36;H-profiler;0,5920;2;2;48;
HEM900;Bjælkeprofil eller PDP profil;2;30;H-profiler;1,3070;1;2;32;
HEM900;Bjælkeprofil eller PDP profil;3;52;H-profiler;2,2670;2;2;48;
HEM900;Bjælkeprofil eller PDP profil;4;60;H-profiler;2,7140;4;0;64;
HEM1000;Klammeløsning;1;32;H-profiler;0,4920;;2;16;16
HEM1000;Klammeløsning;2;30;H-profiler;1,3550;;2;16;8
HEM1000;Klammeløsning;3;53;H-profiler;2,3630;;2;16;16
HEM1000;Klammeløsning;4;60;H-profiler;2,7100;;0;0;32
HEM1000;Bjælkeprofil eller PDP profil;1;36;H-profiler;0,5920;2;2;48;
HEM1000;Bjælkeprofil eller PDP profil;2;31;H-profiler;1,4050;1;2;32;
HEM1000;Bjælkeprofil eller PDP profil;3;54;H-profiler;2,4630;2;2;48;
HEM1000;Bjælkeprofil eller PDP profil;4;62;H-profiler;2,9100;4;0;64;
IPE80;Klammeløsning;1;236;I-profiler;0,1664;;2;16;16
IPE80;Klammeløsning;2;165;I-profiler;0,1710;;2;16;8
IPE80;Klammeløsning;3;270;I-profiler;0,2510;;2;16;16
IPE80;Klammeløsning;4;330;I-profiler;0,3420;;0;0;32
IPE80;Bjælkeprofil eller PDP profil;1;445;I-profiler;0,2664;2;2;48;
IPE80;Bjælkeprofil eller PDP profil;2;205;I-profiler;0,2210;1;2;32;
IPE80;Bjælkeprofil eller PDP profil;3;349;I-profiler;0,3510;2;2;48;
IPE80;Bjælkeprofil eller PDP profil;4;487;I-profiler;0,5420;4;0;64;
IPE100;Klammeløsning;1;212;I-profiler;0,1764;;2;16;16
IPE100;Klammeløsning;2;151;I-profiler;0,2000;;2;16;8
IPE100;Klammeløsning;3;248;I-profiler;0,3000;;2;16;16
IPE100;Klammeløsning;4;301;I-profiler;0,4000;;0;0;32
IPE100;Bjælkeprofil eller PDP profil;1;372;I-profiler;0,2764;2;2;48;
IPE100;Bjælkeprofil eller PDP profil;2;180;I-profiler;0,2500;1;2;32;
IPE100;Bjælkeprofil eller PDP profil;3;306;I-profiler;0,4000;2;2;48;
IPE100;Bjælkeprofil eller PDP profil;4;418;I-profiler;0,6000;4;0;64;
IPE120;Klammeløsning;1;190;I-profiler;0,1866;;2;16;16
IPE120;Klammeløsning;2;140;I-profiler;0,2290;;2;16;8
IPE120;Klammeløsning;3;231;I-profiler;0,3490;;2;16;16
IPE120;Klammeløsning;4;279;I-profiler;0,4580;;0;0;32
IPE120;Bjælkeprofil eller PDP profil;1;314;I-profiler;0,2866;2;2;48;
IPE120;Bjælkeprofil eller PDP profil;2;163;I-profiler;0,2790;1;2;32;
IPE120;Bjælkeprofil eller PDP profil;3;276;I-profiler;0,4490;2;2;48;
IPE120;Bjælkeprofil eller PDP profil;4;370;I-profiler;0,6580;4;0;64;
IPE140;Klammeløsning;1;173;I-profiler;0,1968;;2;16;16
IPE140;Klammeløsning;2;130;I-profiler;0,2580;;2;16;8
IPE140;Klammeløsning;3;216;I-profiler;0,3980;;2;16;16
IPE140;Klammeløsning;4;260;I-profiler;0,5160;;0;0;32
IPE140;Bjælkeprofil eller PDP profil;1;272;I-profiler;0,2968;2;2;48;
IPE140;Bjælkeprofil eller PDP profil;2;149;I-profiler;0,3080;1;2;32;
IPE140;Bjælkeprofil eller PDP profil;3;252;I-profiler;0,4980;2;2;48;
IPE140;Bjælkeprofil eller PDP profil;4;333;I-profiler;0,7160;4;0;64;
IPE160;Klammeløsning;1;160;I-profiler;0,2068;;2;16;16
IPE160;Klammeløsning;2;121;I-profiler;0,2870;;2;16;8
IPE160;Klammeløsning;3;200;I-profiler;0,4470;;2;16;16
IPE160;Klammeløsning;4;241;I-profiler;0,5740;;0;0;32
IPE160;Bjælkeprofil eller PDP profil;1;242;I-profiler;0,3068;2;2;48;
IPE160;Bjælkeprofil eller PDP profil;2;136;I-profiler;0,3370;1;2;32;
IPE160;Bjælkeprofil eller PDP profil;3;230;I-profiler;0,5470;2;2;48;
IPE160;Bjælkeprofil eller PDP profil;4;301;I-profiler;0,7740;4;0;64;
IPE180;Klammeløsning;1;147;I-profiler;0,2170;;2;16;16
IPE180;Klammeløsning;2;114;I-profiler;0,3160;;2;16;8
IPE180;Klammeløsning;3;189;I-profiler;0,4960;;2;16;16
IPE180;Klammeløsning;4;227;I-profiler;0,6320;;0;0;32
IPE180;Bjælkeprofil eller PDP profil;1;216;I-profiler;0,3170;2;2;48;
IPE180;Bjælkeprofil eller PDP profil;2;126;I-profiler;0,3660;1;2;32;
IPE180;Bjælkeprofil eller PDP profil;3;214;I-profiler;0,5960;2;2;48;
IPE180;Bjælkeprofil eller PDP profil;4;277;I-profiler;0,8320;4;0;64;
IPE200;Klammeløsning;1;138;I-profiler;0,2270;;2;16;16
IPE200;Klammeløsning;2;106;I-profiler;0,3450;;2;16;8
IPE200;Klammeløsning;3;176;I-profiler;0,5450;;2;16;16
IPE200;Klammeløsning;4;211;I-profiler;0,6900;;0;0;32
IPE200;Bjælkeprofil eller PDP profil;1;197;I-profiler;0,3270;2;2;48;
IPE200;Bjælkeprofil eller PDP profil;2;116;I-profiler;0,3950;1;2;32;
IPE200;Bjælkeprofil eller PDP profil;3;197;I-profiler;0,6450;2;2;48;
IPE200;Bjælkeprofil eller PDP profil;4;253;I-profiler;0,8900;4;0;64;
IPE220;Klammeløsning;1;127;I-profiler;0,2384;;2;16;16
IPE220;Klammeløsning;2;99;I-profiler;0,3750;;2;16;8
IPE220;Klammeløsning;3;165;I-profiler;0,5950;;2;16;16
IPE220;Klammeløsning;4;198;I-profiler;0,7500;;0;0;32
IPE220;Bjælkeprofil eller PDP profil;1;177;I-profiler;0,3384;2;2;48;
IPE220;Bjælkeprofil eller PDP profil;2;108;I-profiler;0,4250;1;2;32;
IPE220;Bjælkeprofil eller PDP profil;3;183;I-profiler;0,6950;2;2;48;
IPE220;Bjælkeprofil eller PDP profil;4;234;I-profiler;0,9500;4;0;64;
IPE240;Klammeløsning;1;119;I-profiler;0,2496;;2;16;16
IPE240;Klammeløsning;2;93;I-profiler;0,4050;;2;16;8
IPE240;Klammeløsning;3;154;I-profiler;0,6450;;2;16;16
IPE240;Klammeløsning;4;185;I-profiler;0,8100;;0;0;32
IPE240;Bjælkeprofil eller PDP profil;1;162;I-profiler;0,3496;2;2;48;
IPE240;Bjælkeprofil eller PDP profil;2;100;I-profiler;0,4550;1;2;32;
IPE240;Bjælkeprofil eller PDP profil;3;169;I-profiler;0,7450;2;2;48;
IPE240;Bjælkeprofil eller PDP profil;4;215;I-profiler;1,0100;4;0;64;
IPE270;Klammeløsning;1;113;I-profiler;0,2654;;2;16;16
IPE270;Klammeløsning;2;89;I-profiler;0,4500;;2;16;8
IPE270;Klammeløsning;3;148;I-profiler;0,7200;;2;16;16
IPE270;Klammeløsning;4;177;I-profiler;0,9000;;0;0;32
IPE270;Bjælkeprofil eller PDP profil;1;150;I-profiler;0,3654;2;2;48;
IPE270;Bjælkeprofil eller PDP profil;2;95;I-profiler;0,5000;1;2;32;
IPE270;Bjælkeprofil eller PDP profil;3;161;I-profiler;0,8200;2;2;48;
IPE270;Bjælkeprofil eller PDP profil;4;203;I-profiler;1,1000;4;0;64;
IPE300;Klammeløsning;1;107;I-profiler;0,2814;;2;16;16
IPE300;Klammeløsning;2;84;I-profiler;0,4950;;2;16;8
IPE300;Klammeløsning;3;140;I-profiler;0,7950;;2;16;16
IPE300;Klammeløsning;4;168;I-profiler;0,9900;;0;0;32
IPE300;Bjælkeprofil eller PDP profil;1;138;I-profiler;0,3814;2;2;48;
IPE300;Bjælkeprofil eller PDP profil;2;90;I-profiler;0,5450;1;2;32;
IPE300;Bjælkeprofil eller PDP profil;3;151;I-profiler;0,8950;2;2;48;
IPE300;Bjælkeprofil eller PDP profil;4;190;I-profiler;1,1900;4;0;64;
IPE330;Klammeløsning;1;100;I-profiler;0,2930;;2;16;16
IPE330;Klammeløsning;2;79;I-profiler;0,5350;;2;16;8
IPE330;Klammeløsning;3;131;I-profiler;0,8650;;2;16;16
IPE330;Klammeløsning;4;157;I-profiler;1,0700;;0;0;32
IPE330;Bjælkeprofil eller PDP profil;1;127;I-profiler;0,3930;2;2;48;
IPE330;Bjælkeprofil eller PDP profil;2;84;I-profiler;0,5850;1;2;32;
IPE330;Bjælkeprofil eller PDP profil;3;141;I-profiler;0,9650;2;2;48;
IPE330;Bjælkeprofil eller PDP profil;4;176;I-profiler;1,2700;4;0;64;
IPE360;Klammeløsning;1;91;I-profiler;0,3054;;2;16;16
IPE360;Klammeløsning;2;73;I-profiler;0,5750;;2;16;8
IPE360;Klammeløsning;3;123;I-profiler;0,9350;;2;16;16
IPE360;Klammeløsning;4;146;I-profiler;1,1500;;0;0;32
IPE360;Bjælkeprofil eller PDP profil;1;114;I-profiler;0,4054;2;2;48;
IPE360;Bjælkeprofil eller PDP profil;2;78;I-profiler;0,6250;1;2;32;
IPE360;Bjælkeprofil eller PDP profil;3;131;I-profiler;1,0350;2;2;48;
IPE360;Bjælkeprofil eller PDP profil;4;163;I-profiler;1,3500;4;0;64;
IPE400;Klammeløsning;1;86;I-profiler;0,3170;;2;16;16
IPE400;Klammeløsning;2;69;I-profiler;0,6250;;2;16;8
IPE400;Klammeløsning;3;116;I-profiler;1,0250;;2;16;16
IPE400;Klammeløsning;4;138;I-profiler;1,2500;;0;0;32
IPE400;Bjælkeprofil eller PDP profil;1;106;I-profiler;0,4170;2;2;48;
IPE400;Bjælkeprofil eller PDP profil;2;73;I-profiler;0,6750;1;2;32;
IPE400;Bjælkeprofil eller PDP profil;3;124;I-profiler;1,1250;2;2;48;
IPE400;Bjælkeprofil eller PDP profil;4;152;I-profiler;1,4500;4;0;64;
IPE450;Klammeløsning;1;80;I-profiler;0,3292;;2;16;16
IPE450;Klammeløsning;2;65;I-profiler;0,6850;;2;16;8
IPE450;Klammeløsning;3;111;I-profiler;1,1350;;2;16;16
IPE450;Klammeløsning;4;130;I-profiler;1,3700;;0;0;32
